# coordinator_comparison mode=gossip n=10 duration_secs=20 decision_rate_hz=50 load_update_rate_hz=10 warmup_secs=6
# warmup 10/10 → client sees 10 workers, 10 peers; broker has 0 peers
mode,n,decision_idx,perceived_load,true_load,decision_us,is_misroute
gossip,10,600,18,18,38,false
gossip,10,601,18,20,36,false
gossip,10,602,20,20,36,false
gossip,10,603,20,20,13995,false
gossip,10,604,20,20,10,false
gossip,10,605,20,20,26,false
gossip,10,606,16,16,29,false
gossip,10,607,16,16,29,false
gossip,10,608,16,16,24,false
gossip,10,609,16,16,35,false
gossip,10,610,16,16,34,false
gossip,10,611,16,16,23,false
gossip,10,612,16,16,31,false
gossip,10,613,16,16,29,false
gossip,10,614,16,16,17,false
gossip,10,615,18,18,29,false
gossip,10,616,18,18,29,false
gossip,10,617,18,18,23,false
gossip,10,618,18,18,29,false
gossip,10,619,18,18,35,false
gossip,10,620,14,14,24,false
gossip,10,621,14,14,29,false
gossip,10,622,14,14,66,false
gossip,10,623,14,14,27,false
gossip,10,624,19,19,11,false
gossip,10,625,19,19,15,false
gossip,10,626,19,19,19,false
gossip,10,627,19,19,41,false
gossip,10,628,19,19,13,false
gossip,10,629,20,20,14,false
gossip,10,630,20,20,23,false
gossip,10,631,20,20,23,false
gossip,10,632,20,20,29,false
gossip,10,633,20,20,29,false
gossip,10,634,18,18,15,false
gossip,10,635,18,18,14,false
gossip,10,636,18,18,15,false
gossip,10,637,18,18,15,false
gossip,10,638,17,17,14,false
gossip,10,639,17,17,29,false
gossip,10,640,17,17,42,false
gossip,10,641,17,17,15,false
gossip,10,642,17,17,32,false
gossip,10,643,19,19,18,false
gossip,10,644,19,19,32,false
gossip,10,645,19,19,29,false
gossip,10,646,19,19,14,false
gossip,10,647,16,16,12,false
gossip,10,648,16,16,27,false
gossip,10,649,16,16,21,false
gossip,10,650,16,16,15,false
gossip,10,651,16,16,32,false
gossip,10,652,17,17,17,false
gossip,10,653,17,17,17,false
gossip,10,654,17,17,18,false
gossip,10,655,17,17,19,false
gossip,10,656,17,17,25,false
gossip,10,657,15,15,16,false
gossip,10,658,15,15,29,false
gossip,10,659,15,15,30,false
gossip,10,660,15,15,16,false
gossip,10,661,12,12,16,false
gossip,10,662,12,12,22,false
gossip,10,663,12,12,17,false
gossip,10,664,12,12,8,false
gossip,10,665,12,12,24,false
gossip,10,666,12,12,23,false
gossip,10,667,12,12,27,false
gossip,10,668,12,12,32,false
gossip,10,669,12,12,29,false
gossip,10,670,12,12,11,false
gossip,10,671,12,12,38,false
gossip,10,672,12,12,35,false
gossip,10,673,12,12,30,false
gossip,10,674,12,12,32,false
gossip,10,675,17,17,29,false
gossip,10,676,17,17,55,false
gossip,10,677,17,17,22,false
gossip,10,678,17,17,21,false
